"keyword","tfidf"
"deal",0.0328035662710614
"ceasefire",0.0323499533545743
"spending",0.0256623438482709
"know",0.024950386883312
"far",0.0242469950470868
"budget",0.0240311344617174
"chalmers",0.0240311344617174
"economy",0.0240311344617174
"promises",0.0240311344617174
"slows",0.0240311344617174
